compania,videoperitacion,fecha_entrada,perito,provincia,honorario_gabinete,honorario_perito,tasacion_origen,tiempo_resolucion_dias
Mapfre,Si,2024-04-25,Perito D,Valencia,31,18,2340,3.6
Linea Directa,No,2024-01-03,Perito D,Málaga,54,46,1844,4.3
Mutua,Si,2024-11-25,Perito A,Málaga,36,15,3000,3.3
Mapfre,Si,2024-08-10,Perito D,Madrid,47,27,5162,4.3
Mutua,No,2024-09-24,Perito B,Valencia,29,31,5743,3.9
Mutua,Si,2024-08-12,Perito B,Sevilla,41,26,341,2.2
Generali,Si,2024-10-25,Perito B,Madrid,57,21,5610,3.6
Mapfre,Si,2024-04-12,Perito C,Valencia,52,17,1655,4.0
Linea Directa,No,2025-01-20,Perito A,Zaragoza,41,40,7092,6.8
Mutua,No,2024-04-27,Perito C,Málaga,56,45,6171,5.7
Linea Directa,Si,2024-12-18,Perito B,Sevilla,32,40,6143,3.5
AXA,No,2024-08-31,Perito C,Zaragoza,46,17,6008,6.2
Mapfre,Si,2024-08-15,Perito A,Valencia,34,42,6996,3.3
Mapfre,Si,2025-02-23,Perito A,Málaga,41,31,4996,4.1
Mapfre,Si,2025-06-02,Perito A,Málaga,49,44,5293,4.4
Generali,Si,2024-10-10,Perito A,Zaragoza,59,16,2296,4.9
Mapfre,No,2024-09-22,Perito B,Valencia,56,22,1525,2.2
Generali,Si,2024-12-15,Perito D,Valencia,53,28,5176,4.6
AXA,No,2024-03-16,Perito B,Sevilla,53,49,1413,4.6
Allianz,No,2024-04-26,Perito B,Madrid,54,25,1359,5.7
Generali,Si,2024-06-02,Perito B,Málaga,38,29,4850,3.0
Mutua,Si,2024-12-23,Perito B,Madrid,27,16,4699,5.0
Mapfre,Si,2024-09-19,Perito C,Madrid,58,46,5187,5.6
Allianz,Si,2025-02-01,Perito A,Málaga,52,27,7208,5.2
Generali,No,2024-01-16,Perito D,Valencia,47,31,4897,4.5
Linea Directa,No,2024-09-09,Perito D,Málaga,56,29,6126,5.0
Linea Directa,No,2025-05-16,Perito D,Zaragoza,44,47,540,2.0
Mutua,No,2024-05-02,Perito B,Madrid,55,30,4028,4.7
Allianz,Si,2024-03-25,Perito A,Sevilla,36,27,2168,4.0
AXA,Si,2024-04-30,Perito A,Málaga,43,36,903,2.2
Generali,No,2024-03-30,Perito D,Sevilla,40,37,4613,4.4
Linea Directa,No,2024-10-31,Perito D,Valencia,21,24,6961,3.5
Linea Directa,No,2024-06-17,Perito B,Valencia,50,31,5682,4.7
Generali,Si,2024-06-14,Perito D,Zaragoza,52,44,2629,3.9
Linea Directa,Si,2024-06-25,Perito B,Sevilla,49,27,6576,4.4
AXA,No,2025-06-11,Perito D,Sevilla,31,44,2000,4.4
Linea Directa,Si,2024-10-19,Perito A,Málaga,31,44,5663,6.1
Generali,No,2024-07-13,Perito A,Valencia,43,21,5868,6.4
Mapfre,No,2024-03-23,Perito A,Sevilla,43,24,5112,5.6
Linea Directa,Si,2024-08-10,Perito C,Barcelona,30,49,4848,4.5
Generali,Si,2024-04-10,Perito D,Málaga,32,16,7896,3.9
Mapfre,No,2024-10-17,Perito C,Málaga,46,44,1055,3.0
Linea Directa,Si,2025-03-04,Perito A,Barcelona,27,33,2012,5.3
Linea Directa,Si,2024-07-05,Perito D,Valencia,29,17,3066,2.7
Generali,Si,2024-11-03,Perito C,Sevilla,27,39,3842,4.1
Mutua,Si,2024-05-06,Perito A,Sevilla,39,48,382,4.3
Mutua,Si,2025-05-28,Perito A,Valencia,27,36,3312,5.5
Allianz,Si,2024-04-01,Perito D,Barcelona,28,28,5870,5.2
Mutua,No,2024-12-30,Perito D,Barcelona,26,16,4692,5.8
AXA,No,2025-03-29,Perito B,Barcelona,33,46,6023,5.8
Allianz,No,2024-06-14,Perito D,Málaga,47,17,7122,5.8
Mutua,No,2024-08-13,Perito A,Sevilla,21,22,1717,3.2
Mapfre,Si,2024-11-17,Perito B,Madrid,27,40,5202,4.8
Generali,No,2024-06-23,Perito B,Málaga,32,46,1556,2.5
Mutua,Si,2024-03-28,Perito D,Málaga,40,25,2374,1.0
Mapfre,No,2024-04-29,Perito A,Sevilla,47,15,3829,5.1
Allianz,No,2025-05-08,Perito C,Valencia,54,29,3828,3.3
Generali,Si,2025-06-12,Perito A,Zaragoza,42,18,4296,3.4
Mutua,Si,2024-02-18,Perito A,Sevilla,34,18,3439,4.1
Allianz,No,2024-04-11,Perito D,Valencia,21,42,3891,4.8
Mutua,Si,2024-10-28,Perito C,Sevilla,31,24,218,4.0
Allianz,Si,2024-07-18,Perito B,Málaga,55,25,3603,1.3
Mutua,Si,2024-06-14,Perito C,Zaragoza,22,37,4879,2.8
Mapfre,Si,2024-04-17,Perito D,Barcelona,24,17,4751,2.2
AXA,No,2025-05-04,Perito A,Málaga,22,31,3204,3.3
Mapfre,Si,2024-05-13,Perito A,Málaga,38,36,6332,5.1
Generali,No,2024-12-15,Perito C,Madrid,21,41,1332,4.4
Mutua,No,2024-10-28,Perito C,Málaga,56,30,3539,2.6
AXA,No,2025-03-08,Perito D,Málaga,36,30,6788,5.1
AXA,No,2024-09-26,Perito C,Málaga,33,17,3511,5.7
Generali,No,2024-09-17,Perito D,Zaragoza,47,47,6248,3.5
Generali,No,2024-03-08,Perito B,Madrid,46,16,3572,5.6
AXA,No,2024-06-02,Perito C,Valencia,29,41,6945,6.9
Generali,Si,2024-08-26,Perito A,Zaragoza,22,29,6446,3.8
Generali,No,2024-11-13,Perito C,Zaragoza,55,21,1187,3.3
Mutua,Si,2024-06-07,Perito A,Madrid,57,23,3521,3.2
Mapfre,Si,2024-06-26,Perito B,Barcelona,44,20,7820,7.0
Linea Directa,No,2024-08-12,Perito B,Valencia,41,26,4815,5.0
Allianz,No,2024-05-30,Perito C,Zaragoza,58,44,7520,4.9
AXA,No,2025-02-27,Perito D,Zaragoza,49,34,5154,4.0
Allianz,Si,2024-06-13,Perito A,Madrid,40,34,373,4.6
AXA,Si,2025-03-06,Perito B,Barcelona,49,41,5662,3.3
AXA,Si,2024-04-16,Perito C,Barcelona,47,34,3941,3.5
Mapfre,No,2024-06-16,Perito B,Sevilla,50,21,3252,4.3
AXA,Si,2024-10-27,Perito C,Sevilla,45,44,6774,5.2
AXA,No,2024-11-09,Perito A,Zaragoza,41,22,926,4.3
Mapfre,Si,2024-05-30,Perito C,Zaragoza,40,16,3960,1.9
Generali,No,2025-01-31,Perito A,Málaga,20,28,6006,6.5
Linea Directa,No,2025-06-13,Perito B,Valencia,56,24,2075,4.9
Allianz,No,2024-10-03,Perito A,Madrid,32,32,7193,7.9
AXA,Si,2024-11-09,Perito A,Málaga,40,32,5977,4.5
Mapfre,Si,2025-01-02,Perito D,Valencia,28,30,4233,2.3
AXA,Si,2025-02-14,Perito B,Zaragoza,36,19,5643,5.3
Mapfre,Si,2025-01-10,Perito A,Sevilla,40,45,1189,2.4
Allianz,Si,2024-01-12,Perito D,Madrid,50,34,3944,3.9
Mutua,No,2025-03-05,Perito D,Barcelona,58,37,2886,5.4
Generali,No,2025-01-19,Perito A,Barcelona,41,46,619,6.0
Mutua,No,2024-12-12,Perito C,Málaga,31,31,793,2.5
Mapfre,No,2024-04-08,Perito A,Málaga,25,27,6828,7.1
AXA,Si,2024-04-07,Perito C,Madrid,35,27,1974,3.1
Generali,Si,2024-11-20,Perito A,Barcelona,45,31,2659,5.2
Allianz,No,2024-10-15,Perito B,Málaga,24,29,1135,4.0
Linea Directa,No,2024-02-25,Perito D,Barcelona,28,40,5403,5.4
Generali,Si,2024-04-28,Perito A,Sevilla,59,42,5432,2.9
AXA,Si,2024-03-19,Perito A,Málaga,33,44,4008,2.8
Mutua,No,2024-08-20,Perito A,Zaragoza,49,49,531,4.7
Mapfre,No,2024-09-02,Perito C,Valencia,45,36,3649,4.7
Mutua,Si,2025-01-06,Perito B,Málaga,48,24,2902,3.5
Generali,Si,2025-01-03,Perito B,Sevilla,38,25,6384,3.8
Linea Directa,Si,2024-11-02,Perito A,Madrid,27,47,4206,4.5
AXA,No,2024-12-31,Perito D,Barcelona,42,20,6089,6.0
Mapfre,No,2025-04-07,Perito D,Zaragoza,54,21,5254,3.9
AXA,Si,2024-03-28,Perito A,Madrid,50,26,4068,5.3
AXA,No,2025-06-10,Perito C,Málaga,54,21,4400,3.3
Linea Directa,No,2024-09-06,Perito D,Valencia,51,16,401,2.7
Generali,Si,2025-06-12,Perito B,Madrid,24,15,2697,3.2
Mutua,No,2024-10-11,Perito D,Valencia,35,37,2042,3.4
AXA,No,2024-06-18,Perito D,Málaga,36,39,2066,2.1
AXA,No,2024-02-24,Perito A,Valencia,51,32,2196,5.5
AXA,Si,2025-04-09,Perito D,Valencia,57,21,5585,1.7
Mapfre,Si,2024-12-08,Perito A,Sevilla,51,17,1109,3.9
AXA,No,2025-04-06,Perito B,Madrid,39,43,4505,5.2
AXA,No,2024-10-24,Perito D,Málaga,21,24,4858,4.7
Generali,No,2024-04-24,Perito A,Sevilla,39,19,3389,5.1
AXA,No,2024-11-12,Perito A,Valencia,37,48,7056,5.3
Linea Directa,Si,2025-04-11,Perito B,Sevilla,20,22,7744,4.2
Linea Directa,No,2024-05-31,Perito D,Sevilla,48,28,7918,6.2
AXA,No,2024-11-13,Perito C,Valencia,48,20,5859,5.1
Linea Directa,No,2024-02-27,Perito D,Málaga,38,15,970,2.6
Generali,No,2024-01-26,Perito A,Barcelona,59,47,3355,5.2
Mapfre,Si,2024-02-08,Perito A,Sevilla,25,25,2701,3.2
Linea Directa,No,2024-10-21,Perito B,Madrid,58,38,2914,6.6
Linea Directa,Si,2024-11-15,Perito B,Valencia,27,24,4924,5.1
Mutua,Si,2024-03-19,Perito C,Barcelona,43,37,3785,6.0
Generali,No,2024-04-28,Perito C,Sevilla,39,30,1828,5.3
Linea Directa,Si,2024-09-16,Perito A,Valencia,33,30,5997,3.8
Mapfre,Si,2024-04-23,Perito C,Valencia,24,45,586,2.3
Mutua,Si,2025-02-04,Perito C,Sevilla,59,20,6231,3.5
AXA,No,2025-06-21,Perito C,Zaragoza,53,44,3621,5.1
Generali,Si,2025-03-16,Perito D,Zaragoza,35,15,6639,3.6
Linea Directa,Si,2024-10-06,Perito D,Madrid,26,39,6601,4.3
AXA,No,2025-01-28,Perito A,Valencia,35,35,5400,4.9
Generali,Si,2025-03-26,Perito D,Valencia,26,49,4208,2.2
Mutua,No,2024-04-03,Perito C,Sevilla,46,19,4293,5.1
Linea Directa,No,2024-06-30,Perito C,Barcelona,33,26,4563,6.1
Mapfre,No,2024-04-11,Perito C,Valencia,33,19,2666,3.2
Generali,No,2025-03-26,Perito D,Valencia,52,23,2482,4.2
Mapfre,No,2024-02-04,Perito B,Sevilla,52,23,2056,4.0
AXA,Si,2025-04-16,Perito C,Zaragoza,39,49,7678,3.6
AXA,No,2024-07-18,Perito C,Valencia,55,15,2198,2.7
Mutua,Si,2024-01-02,Perito B,Sevilla,26,24,7329,3.5
Mutua,Si,2024-04-01,Perito B,Madrid,51,49,5676,5.8
Allianz,No,2025-05-23,Perito A,Sevilla,22,31,1436,5.5
Allianz,Si,2024-05-27,Perito A,Zaragoza,58,27,4869,1.4
Mutua,Si,2024-01-23,Perito D,Barcelona,48,20,4344,2.8
Linea Directa,No,2025-06-04,Perito B,Valencia,43,46,1350,4.7
AXA,No,2024-02-05,Perito A,Madrid,41,25,4518,5.7
Mapfre,No,2025-01-26,Perito C,Valencia,25,31,7264,6.5
Mutua,Si,2025-04-06,Perito A,Valencia,43,19,7646,5.1
Linea Directa,Si,2024-05-31,Perito C,Zaragoza,59,20,1631,2.9
Mapfre,Si,2024-01-15,Perito C,Sevilla,42,24,5824,5.0
Allianz,Si,2024-03-03,Perito C,Valencia,57,47,7661,4.5
Mapfre,No,2024-02-09,Perito D,Zaragoza,29,44,2019,2.3
Mutua,Si,2024-10-05,Perito B,Madrid,35,35,2524,4.4
AXA,Si,2025-02-20,Perito D,Zaragoza,30,31,5757,3.0
Mutua,No,2024-09-08,Perito A,Zaragoza,51,41,1330,6.2
Generali,Si,2024-07-05,Perito A,Zaragoza,25,17,5977,4.3
Linea Directa,No,2025-06-10,Perito B,Málaga,43,43,6763,5.8
Linea Directa,Si,2024-02-27,Perito B,Zaragoza,52,16,2858,3.9
Linea Directa,No,2024-11-14,Perito A,Valencia,31,43,3700,5.9
Generali,Si,2024-04-05,Perito B,Zaragoza,46,48,574,3.4
Generali,No,2024-02-28,Perito B,Sevilla,57,15,2320,4.9
AXA,Si,2025-03-27,Perito C,Barcelona,37,40,4220,4.3
Linea Directa,Si,2025-04-15,Perito D,Valencia,58,15,2221,3.0
Mutua,No,2024-07-23,Perito D,Zaragoza,32,18,3905,1.9
Generali,No,2024-06-07,Perito D,Zaragoza,59,28,5349,4.9
Mutua,No,2025-04-26,Perito C,Sevilla,49,32,3459,4.9
Allianz,Si,2024-05-04,Perito C,Valencia,32,48,3635,4.1
Linea Directa,No,2024-09-26,Perito B,Málaga,53,15,2089,4.6
Generali,No,2024-11-14,Perito B,Málaga,55,36,2023,4.6
Generali,Si,2024-11-27,Perito C,Madrid,49,30,1674,3.2
AXA,No,2025-03-14,Perito C,Málaga,44,36,2442,3.6
Mutua,No,2024-05-26,Perito A,Sevilla,21,30,5475,6.0
AXA,No,2024-11-01,Perito C,Málaga,55,42,3443,2.4
AXA,Si,2024-12-28,Perito C,Sevilla,37,42,7190,2.9
Mutua,Si,2024-03-11,Perito D,Valencia,24,36,5360,2.7
Allianz,Si,2024-10-31,Perito A,Madrid,38,20,3334,4.2
Mutua,No,2024-06-11,Perito D,Zaragoza,37,39,2270,3.6
Allianz,Si,2024-09-19,Perito D,Zaragoza,51,16,559,3.8
AXA,Si,2024-08-23,Perito A,Zaragoza,40,21,7442,4.5
Allianz,Si,2025-02-17,Perito A,Madrid,29,31,6903,6.3
Linea Directa,No,2024-11-28,Perito A,Zaragoza,56,49,7015,4.2
Allianz,Si,2024-11-01,Perito B,Málaga,41,34,2241,2.3
Allianz,Si,2024-04-28,Perito A,Zaragoza,32,16,1341,3.7
Generali,Si,2024-02-25,Perito D,Zaragoza,36,21,1835,1.7
Generali,Si,2025-05-25,Perito A,Barcelona,28,46,5699,4.8
AXA,No,2025-04-07,Perito B,Málaga,43,33,4200,2.3
Mutua,Si,2024-08-08,Perito D,Zaragoza,33,26,2143,1.5
Allianz,Si,2024-11-17,Perito A,Barcelona,27,23,4974,6.3
Linea Directa,Si,2025-04-12,Perito A,Málaga,56,41,3561,3.3
Generali,No,2024-04-19,Perito D,Sevilla,38,28,6783,4.9
Mutua,No,2024-12-29,Perito D,Sevilla,47,16,3180,2.8
Linea Directa,Si,2024-05-26,Perito A,Zaragoza,49,35,206,2.3
Allianz,No,2025-03-18,Perito B,Zaragoza,26,18,3467,5.4
Mutua,Si,2025-05-18,Perito D,Barcelona,45,35,6764,4.3
Linea Directa,No,2024-01-30,Perito C,Madrid,59,36,1791,3.9
Mapfre,No,2024-03-09,Perito A,Barcelona,30,16,5128,7.4
Linea Directa,Si,2024-03-22,Perito D,Valencia,33,31,3464,2.6
Linea Directa,No,2024-05-14,Perito D,Madrid,40,33,2806,4.1
Allianz,No,2024-04-09,Perito A,Barcelona,27,38,3419,5.8
Mutua,Si,2024-10-23,Perito A,Valencia,22,34,6106,5.6
Allianz,Si,2025-05-01,Perito A,Valencia,47,26,3473,3.8
Allianz,No,2024-02-12,Perito B,Zaragoza,48,39,7811,4.9
Mapfre,No,2024-02-08,Perito C,Málaga,42,37,1113,3.5
Linea Directa,No,2024-08-29,Perito D,Zaragoza,37,48,2211,1.7
Mutua,No,2025-03-29,Perito A,Barcelona,54,46,1642,4.1
AXA,Si,2024-10-22,Perito A,Sevilla,32,38,5746,4.8
Generali,No,2024-06-24,Perito B,Zaragoza,31,39,3254,4.1
Allianz,Si,2025-04-18,Perito C,Málaga,24,17,5798,4.3
Allianz,Si,2024-12-22,Perito D,Zaragoza,58,39,3746,3.2
Allianz,Si,2024-08-27,Perito C,Zaragoza,30,42,4421,4.3
Allianz,No,2024-10-30,Perito C,Madrid,30,26,6738,6.4
Generali,No,2025-03-31,Perito A,Sevilla,50,40,5112,6.2
AXA,Si,2024-07-14,Perito A,Valencia,50,22,3128,4.0
Mapfre,Si,2024-07-26,Perito A,Madrid,32,19,2029,4.7
AXA,Si,2025-05-15,Perito B,Málaga,33,25,775,1.4
Generali,Si,2024-03-28,Perito B,Zaragoza,44,49,6668,3.5
Mutua,Si,2024-11-22,Perito B,Valencia,52,41,5711,3.4
Mapfre,No,2024-11-29,Perito A,Zaragoza,52,33,1129,5.8
Mapfre,No,2025-05-27,Perito A,Valencia,34,46,3959,6.2
Mutua,No,2024-09-07,Perito A,Valencia,35,42,3899,3.9
Linea Directa,No,2025-02-04,Perito C,Sevilla,57,32,1663,3.5
Allianz,Si,2025-04-02,Perito B,Málaga,25,24,3475,2.4
Generali,Si,2025-04-29,Perito B,Málaga,44,46,7853,3.8
Mutua,No,2025-03-30,Perito C,Zaragoza,34,32,5128,5.7
AXA,Si,2024-07-26,Perito D,Sevilla,23,26,1254,1.0
AXA,Si,2024-12-02,Perito C,Málaga,23,22,7755,5.1
Linea Directa,Si,2025-03-18,Perito C,Valencia,49,47,5944,3.9
Mutua,No,2025-05-19,Perito A,Valencia,53,28,2100,5.2
Generali,No,2025-05-31,Perito D,Zaragoza,46,16,1657,3.2
Linea Directa,No,2024-02-20,Perito C,Valencia,50,23,7180,6.9
Linea Directa,No,2025-01-26,Perito D,Málaga,51,19,7269,5.0
Linea Directa,No,2024-11-03,Perito D,Barcelona,58,48,1599,5.0
Mapfre,No,2024-06-01,Perito A,Madrid,28,33,3615,5.9
Mapfre,Si,2024-12-07,Perito D,Barcelona,27,21,642,2.8
Allianz,No,2024-10-24,Perito A,Sevilla,33,31,3850,6.0
Generali,Si,2024-07-26,Perito B,Barcelona,52,40,6418,5.2
AXA,No,2024-02-28,Perito C,Zaragoza,42,41,4852,4.8
AXA,No,2024-08-24,Perito A,Barcelona,40,42,1378,4.3
Allianz,Si,2025-04-10,Perito A,Zaragoza,31,34,7797,5.1
AXA,No,2025-01-17,Perito C,Sevilla,21,20,6333,2.4
Linea Directa,Si,2024-05-10,Perito A,Barcelona,32,22,4658,4.6
Allianz,No,2025-03-26,Perito D,Madrid,23,46,6791,6.1
Allianz,Si,2024-03-04,Perito A,Málaga,39,33,1457,2.8
Mutua,No,2025-03-19,Perito A,Sevilla,33,46,3834,4.6
Mapfre,Si,2025-05-04,Perito D,Barcelona,49,33,2041,3.7
Generali,No,2025-05-21,Perito C,Valencia,48,38,2509,5.4
Generali,Si,2025-02-11,Perito A,Valencia,27,38,6146,4.1
Mapfre,No,2024-12-30,Perito B,Sevilla,31,31,6468,6.0
Linea Directa,No,2025-06-23,Perito C,Valencia,57,32,1110,3.4
Generali,No,2024-11-16,Perito B,Madrid,45,26,4540,6.0
AXA,No,2024-12-23,Perito B,Barcelona,21,37,4837,7.6
AXA,No,2024-01-20,Perito B,Madrid,59,32,4209,6.3
Generali,No,2025-04-02,Perito A,Madrid,33,30,6828,8.0
Mutua,Si,2024-04-27,Perito D,Málaga,25,30,2369,1.9
Generali,Si,2024-08-28,Perito A,Barcelona,59,37,2372,4.2
Allianz,Si,2024-02-16,Perito B,Sevilla,50,36,5868,2.9
Linea Directa,Si,2025-02-22,Perito B,Valencia,36,47,6513,3.6
Allianz,Si,2025-01-09,Perito D,Málaga,44,38,323,1.8
Mapfre,Si,2024-09-10,Perito C,Madrid,51,34,7402,4.8
Linea Directa,No,2024-02-06,Perito B,Valencia,31,47,3358,4.4
Linea Directa,No,2024-04-28,Perito A,Barcelona,32,45,6989,6.4
AXA,No,2024-12-25,Perito B,Madrid,38,22,6027,6.2
Linea Directa,Si,2024-09-20,Perito B,Madrid,44,24,985,4.0
Mutua,No,2024-01-06,Perito C,Barcelona,50,15,6339,6.7
Generali,Si,2024-09-08,Perito D,Sevilla,56,35,6544,4.1
Allianz,Si,2024-01-19,Perito B,Málaga,44,39,2616,4.2
AXA,Si,2024-10-07,Perito C,Barcelona,35,46,996,1.5
AXA,No,2024-02-18,Perito C,Valencia,57,24,4372,4.4
Mutua,No,2024-01-28,Perito B,Valencia,42,23,4354,5.2
Mutua,Si,2025-05-10,Perito B,Madrid,33,34,6774,3.2
Mutua,No,2025-03-14,Perito D,Zaragoza,25,34,6981,6.6
Mutua,No,2024-09-22,Perito A,Málaga,44,21,5819,5.1
Allianz,Si,2024-11-13,Perito A,Sevilla,42,25,2136,2.5
Mutua,No,2025-05-18,Perito D,Sevilla,31,35,2356,4.1
AXA,No,2024-09-10,Perito C,Zaragoza,32,33,4007,3.6
AXA,Si,2025-06-14,Perito C,Valencia,55,29,7351,5.8
Linea Directa,Si,2025-01-19,Perito D,Sevilla,58,20,1501,2.0
Generali,No,2024-02-04,Perito A,Valencia,53,24,4363,6.4
AXA,No,2024-03-17,Perito C,Málaga,25,30,3340,5.3
AXA,No,2025-01-08,Perito A,Zaragoza,57,25,3436,4.8
Allianz,Si,2024-03-18,Perito C,Madrid,59,49,7856,4.9
Linea Directa,Si,2024-01-04,Perito A,Valencia,27,22,2552,5.1
AXA,Si,2025-03-12,Perito D,Málaga,27,42,2132,1.0
Mapfre,No,2024-03-05,Perito A,Zaragoza,59,17,2921,4.1
AXA,No,2024-07-09,Perito C,Valencia,52,16,564,4.1
Generali,Si,2024-09-13,Perito C,Barcelona,53,28,5116,3.2
Generali,Si,2024-06-11,Perito C,Valencia,34,43,5698,2.7
Linea Directa,Si,2024-08-14,Perito B,Málaga,55,17,2590,2.7
Linea Directa,No,2024-05-21,Perito B,Sevilla,54,15,1146,3.7
Mutua,No,2024-03-16,Perito C,Valencia,41,29,7242,3.5
Allianz,No,2024-12-30,Perito D,Madrid,42,34,5873,6.6
Generali,No,2025-03-07,Perito C,Málaga,59,36,1577,3.4
Mapfre,Si,2025-03-22,Perito D,Sevilla,41,48,1639,2.8
Mapfre,No,2024-07-01,Perito C,Málaga,24,47,3380,3.4
Mutua,No,2024-02-11,Perito C,Valencia,50,23,7930,5.3
Allianz,Si,2024-11-06,Perito D,Barcelona,32,17,5057,4.5
Allianz,Si,2024-12-01,Perito A,Barcelona,47,16,7864,6.3
Linea Directa,Si,2024-09-01,Perito B,Madrid,39,18,540,3.9
AXA,No,2024-11-26,Perito C,Zaragoza,52,30,3189,4.8
Mapfre,Si,2025-05-08,Perito D,Zaragoza,35,47,582,1.0
Mapfre,No,2025-04-10,Perito D,Madrid,48,23,5299,5.5
Mapfre,Si,2024-05-28,Perito B,Sevilla,42,32,1756,2.4
Mapfre,No,2024-06-09,Perito B,Barcelona,43,30,499,4.6
Generali,No,2024-06-15,Perito A,Valencia,53,22,338,3.3
Allianz,Si,2024-03-23,Perito C,Málaga,26,37,558,2.2
AXA,Si,2024-07-17,Perito B,Málaga,57,17,5131,5.7
Generali,No,2024-05-26,Perito A,Barcelona,56,29,1722,3.9
Allianz,Si,2024-08-23,Perito C,Barcelona,23,47,3656,3.8
Mutua,No,2025-05-15,Perito C,Málaga,53,32,1827,1.3
Mapfre,Si,2025-04-25,Perito D,Sevilla,41,37,6278,3.1
AXA,No,2024-11-22,Perito B,Málaga,24,17,1503,2.4
Allianz,No,2024-10-11,Perito A,Madrid,42,44,6826,8.7
Mutua,Si,2025-05-17,Perito A,Valencia,34,31,5204,3.9
Mapfre,No,2024-09-28,Perito D,Barcelona,50,46,1334,3.5
Mutua,No,2024-01-21,Perito A,Zaragoza,28,21,7209,6.6
Mutua,No,2025-05-07,Perito A,Barcelona,44,28,2386,4.2
Generali,No,2025-02-01,Perito C,Sevilla,44,29,5291,5.5
Mutua,Si,2024-05-29,Perito B,Madrid,40,26,6778,6.0
Generali,No,2024-06-28,Perito D,Málaga,28,22,6852,6.4
Linea Directa,No,2025-03-29,Perito B,Madrid,57,30,6616,6.8
Generali,Si,2024-08-15,Perito A,Madrid,41,48,3370,2.8
Mutua,Si,2024-05-19,Perito A,Sevilla,42,38,4035,5.0
Allianz,No,2025-03-07,Perito A,Sevilla,23,43,2351,7.5
Mutua,No,2024-03-10,Perito B,Zaragoza,48,30,1437,3.5
Mutua,No,2024-08-21,Perito D,Málaga,34,19,6080,4.5
Allianz,Si,2025-06-21,Perito D,Zaragoza,20,19,3935,2.3
Mapfre,No,2024-03-26,Perito C,Málaga,49,44,7105,3.7
AXA,No,2024-09-02,Perito D,Valencia,48,19,3034,3.9
Linea Directa,Si,2024-09-04,Perito C,Madrid,39,27,4460,3.9
Mapfre,No,2024-02-09,Perito A,Málaga,52,49,1198,4.2
Mutua,Si,2025-05-06,Perito D,Sevilla,55,39,2767,2.8
Mapfre,No,2024-10-05,Perito C,Valencia,41,28,1507,5.4
AXA,Si,2025-05-31,Perito C,Zaragoza,32,40,6860,3.9
Mapfre,No,2024-06-19,Perito B,Valencia,26,32,856,2.0
AXA,No,2024-04-20,Perito A,Sevilla,27,34,2860,4.7
Mapfre,Si,2024-09-17,Perito D,Málaga,47,48,2411,2.2
Generali,Si,2025-01-26,Perito D,Sevilla,28,21,2109,4.1
Mutua,No,2024-03-03,Perito D,Málaga,44,24,3930,4.6
AXA,Si,2024-05-04,Perito C,Sevilla,35,29,2246,2.6
Linea Directa,Si,2025-01-15,Perito D,Sevilla,29,31,6407,4.7
Mutua,Si,2024-05-02,Perito D,Barcelona,30,25,3362,4.7
Generali,No,2024-09-28,Perito D,Málaga,50,48,1340,2.0
Mapfre,No,2025-02-07,Perito A,Madrid,31,41,6185,7.0
Mutua,Si,2025-04-16,Perito A,Barcelona,50,35,466,5.9
Mapfre,Si,2024-11-23,Perito C,Barcelona,33,45,2045,2.2
Mapfre,Si,2024-10-24,Perito B,Barcelona,51,18,1908,2.9
Mutua,No,2024-07-17,Perito D,Barcelona,36,31,3830,4.6
AXA,Si,2025-05-15,Perito D,Madrid,54,34,3411,4.2
AXA,Si,2025-04-25,Perito C,Barcelona,20,39,2493,4.2
Mutua,No,2025-03-07,Perito D,Zaragoza,48,37,3932,4.0
AXA,Si,2025-02-24,Perito B,Madrid,23,29,4029,4.1
Allianz,No,2024-03-02,Perito C,Zaragoza,42,47,6738,5.6
Mapfre,No,2025-06-06,Perito A,Madrid,47,33,1710,6.5
Mutua,Si,2025-02-09,Perito B,Zaragoza,35,29,675,3.9
Linea Directa,No,2024-09-18,Perito D,Barcelona,31,19,7884,7.2
Generali,No,2025-06-08,Perito B,Valencia,40,30,1176,4.6
Mutua,No,2024-09-23,Perito A,Madrid,36,46,1407,5.1
Mutua,No,2025-03-25,Perito C,Barcelona,59,36,5339,8.4
Mapfre,Si,2024-01-02,Perito B,Sevilla,32,46,2160,1.3
Generali,No,2025-02-22,Perito C,Sevilla,51,27,757,3.5
Mapfre,Si,2024-07-10,Perito C,Málaga,56,40,5313,4.5
Linea Directa,No,2025-05-25,Perito D,Madrid,34,31,7891,6.2
AXA,No,2025-03-12,Perito D,Madrid,31,19,5901,6.6
Mutua,Si,2024-08-30,Perito C,Zaragoza,34,47,7896,4.5
Mapfre,No,2024-05-29,Perito A,Sevilla,53,41,1082,5.2
Linea Directa,Si,2024-06-21,Perito C,Madrid,25,19,2394,3.9
Linea Directa,No,2024-04-10,Perito A,Madrid,36,21,4961,5.8
Allianz,No,2024-08-17,Perito B,Sevilla,39,32,7671,5.1
Mutua,Si,2024-09-30,Perito C,Barcelona,28,45,2867,4.2
Linea Directa,No,2025-01-01,Perito B,Zaragoza,24,20,6067,4.4
AXA,No,2024-12-15,Perito C,Sevilla,42,16,7163,2.5
Mapfre,Si,2024-07-20,Perito B,Valencia,52,27,5159,1.8
Mapfre,No,2024-02-23,Perito A,Sevilla,57,25,4877,4.6
Allianz,No,2024-05-31,Perito B,Zaragoza,33,40,7366,5.1
